Product ID,Order ID,Order Date,Promised Delivery Date,Actual Delivery Date,On-Time Delivery,Order Cycle Time,Status,Return Reason,Product Category,Quantity Ordered,Unit Price,Total Cost,Cost of Goods Sold (COGS),Shipping Cost,Region,City,Supplier,Warehouse,Inventory on Hand,Inventory Turnover,Safety Stock,Order_Priority,Lead_Time,Unit Cost
P5794,EUR-01144,2023-04-28,2023-05-04,2023-05-03,Yes,5,In Transit,No Issues Reported,Books,88,64.54,5679.52,3878.63,34.12,Europe,Rome,Supplier A,Warehouse 3,102,5.81,68,Medium,6,64.54
P6280,NOR-01145,2023-03-30,2023-04-05,2023-04-10,No,11,Pending,No Issues Reported,Books,74,136.76,10120.24,6544.35,16.97,North America,Chicago,Supplier F,Warehouse 5,273,3.42,85,High,7,136.76
P4511,NOR-01146,2023-01-06,2023-01-10,2023-01-15,No,9,Delivered,No Issues Reported,Apparel,56,424.82,23789.92,18821.42,15.58,North America,Los Angeles,Supplier E,Warehouse 3,289,2.04,78,Low,12,424.82
P2371,NOR-01147,2023-11-23,2023-11-27,2023-11-26,Yes,3,Returned,Damaged,Home Goods,13,425.56,5532.28,4317.32,31.83,North America,New York,Supplier E,Warehouse 8,170,5.38,98,Medium,9,425.56
P9326,EUR-01148,2023-10-10,2023-10-15,2023-10-14,Yes,4,Delivered,No Issues Reported,Groceries,65,314.85,20465.25,16227.23,47.11,Europe,London,Supplier E,Warehouse 7,65,10.06,29,Medium,3,314.85
P8214,NOR-01149,2023-04-12,2023-04-19,2023-04-21,No,9,In Transit,No Issues Reported,Books,46,263.36,12114.56,9055.5,19.33,North America,New York,Supplier E,Warehouse 3,309,5.42,21,Low,2,263.36
P3946,ASI-01150,2024-07-16,2024-07-19,2024-07-17,Yes,1,Pending,No Issues Reported,Books,61,163.5,9973.5,7313.74,43.15,Asia,Tokyo,Supplier A,Warehouse 5,481,3.48,92,Low,14,163.5
P7938,NOR-01151,2023-04-11,2023-04-20,2023-04-19,Yes,8,Delivered,No Issues Reported,Books,87,409.49,35625.63,23302.13,16.61,North America,Houston,Supplier D,Warehouse 7,336,10.99,39,Medium,3,409.48999999999995
P7938,NOR-01152,2023-07-18,2023-07-28,2023-07-26,Yes,8,Pending,No Issues Reported,Home Goods,30,358.12,10743.6,7001.93,41.62,North America,Houston,Supplier D,Warehouse 4,107,5.22,25,Low,12,358.12
P8540,ASI-01153,2023-01-02,2023-01-07,2023-01-12,No,10,Pending,No Issues Reported,Groceries,29,169.99,4929.71,3329.91,14.28,Asia,Seoul,Supplier B,Warehouse 5,347,9.88,70,Medium,9,169.99
P1419,ASI-01154,2023-07-07,2023-07-10,2023-07-14,No,7,Pending,No Issues Reported,Books,70,128.08,8965.6,5854.23,34.47,Asia,Singapore,Supplier B,Warehouse 2,186,6.26,59,Medium,12,128.08
P4983,ASI-01155,2023-10-13,2023-10-23,2023-10-21,Yes,8,In Transit,No Issues Reported,Electronics,50,75.46,3773.0,3004.23,24.22,Asia,Mumbai,Supplier E,Warehouse 3,472,8.12,55,Medium,7,75.46
P3252,ASI-01156,2023-03-17,2023-03-20,2023-03-21,No,4,Pending,No Issues Reported,Groceries,90,253.4,22806.0,16484.54,45.21,Asia,Singapore,Supplier E,Warehouse 8,182,5.65,39,Medium,9,253.4
P5067,ASI-01157,2023-08-07,2023-08-11,2023-08-15,No,8,Delivered,No Issues Reported,Electronics,39,41.56,1620.84,1296.25,14.52,Asia,Tokyo,Supplier F,Warehouse 3,233,8.44,96,High,13,41.559999999999995
P5073,NOR-01158,2024-03-16,2024-03-22,2024-03-26,No,10,Delivered,No Issues Reported,Books,93,206.78,19230.54,11539.96,17.46,North America,Toronto,Supplier E,Warehouse 2,72,11.14,61,Low,2,206.78
P2595,NOR-01159,2024-05-01,2024-05-10,2024-05-13,No,12,Delivered,No Issues Reported,Home Goods,97,154.53,14989.41,9427.27,14.98,North America,Los Angeles,Supplier B,Warehouse 5,269,4.84,24,Low,5,154.53
P9818,NOR-01160,2024-03-08,2024-03-15,2024-03-13,Yes,5,Returned,Wrong Item,Books,96,37.34,3584.64,2520.57,38.01,North America,Chicago,Supplier A,Warehouse 1,343,9.41,100,High,13,37.339999999999996
P4710,NOR-01161,2024-09-02,2024-09-11,2024-09-16,No,14,In Transit,No Issues Reported,Electronics,57,139.08,7927.56,5576.2,49.81,North America,Los Angeles,Supplier D,Warehouse 7,479,4.93,43,Low,4,139.08
P7244,ASI-01162,2023-03-19,2023-03-26,2023-03-30,No,11,In Transit,No Issues Reported,Books,90,311.18,28006.2,19270.21,47.21,Asia,Seoul,Supplier C,Warehouse 6,340,4.78,31,High,2,311.18
P8827,NOR-01163,2023-12-21,2023-12-28,2023-12-31,No,10,Delivered,No Issues Reported,Groceries,18,362.58,6526.44,4802.84,12.34,North America,New York,Supplier F,Warehouse 1,234,4.09,68,Medium,9,362.58
P7469,EUR-01164,2023-08-17,2023-08-25,2023-08-24,Yes,7,Delivered,No Issues Reported,Books,88,365.46,32160.48,20756.82,33.84,Europe,London,Supplier D,Warehouse 3,156,5.92,51,Medium,9,365.46
P5933,EUR-01165,2024-09-07,2024-09-11,2024-09-13,No,6,Pending,No Issues Reported,Electronics,49,245.33,12021.17,7330.87,33.76,Europe,Rome,Supplier E,Warehouse 5,463,2.93,87,High,6,245.33
P7724,EUR-01166,2023-07-05,2023-07-10,2023-07-08,Yes,3,Pending,No Issues Reported,Home Goods,95,431.47,40989.65,29622.32,27.25,Europe,Madrid,Supplier C,Warehouse 3,75,4.93,75,Low,11,431.47
P8382,EUR-01167,2023-03-06,2023-03-09,2023-03-11,No,5,Pending,No Issues Reported,Books,97,224.33,21760.01,15395.29,11.17,Europe,Paris,Supplier B,Warehouse 4,450,11.51,60,Low,6,224.32999999999998
P4019,NOR-01168,2023-08-25,2023-08-28,2023-09-01,No,7,In Transit,No Issues Reported,Home Goods,52,438.56,22805.12,17255.63,44.17,North America,Los Angeles,Supplier A,Warehouse 2,444,5.9,57,Medium,8,438.56
P2940,NOR-01169,2024-04-24,2024-05-03,2024-05-06,No,12,Pending,No Issues Reported,Electronics,89,466.3,41500.7,28432.09,44.22,North America,New York,Supplier D,Warehouse 7,139,3.1,43,High,6,466.29999999999995
P5602,EUR-01170,2024-07-03,2024-07-13,2024-07-18,No,15,Pending,No Issues Reported,Home Goods,79,38.33,3028.07,1833.65,13.16,Europe,Berlin,Supplier C,Warehouse 5,413,11.83,31,High,1,38.330000000000005
P9102,ASI-01171,2023-05-04,2023-05-13,2023-05-11,Yes,7,Delivered,No Issues Reported,Electronics,61,296.46,18084.06,14402.07,29.25,Asia,Tokyo,Supplier B,Warehouse 6,336,2.84,30,Medium,4,296.46000000000004
P3412,EUR-01172,2023-11-26,2023-12-06,2023-12-04,Yes,8,Pending,No Issues Reported,Books,34,427.11,14521.74,10567.74,27.0,Europe,Berlin,Supplier A,Warehouse 4,423,2.66,41,Low,13,427.11
P1787,NOR-01173,2024-09-13,2024-09-20,2024-09-21,No,8,Returned,Wrong Item,Home Goods,90,296.43,26678.7,18066.12,40.1,North America,Chicago,Supplier C,Warehouse 5,286,7.32,41,Medium,7,296.43
P5396,NOR-01174,2024-08-18,2024-08-23,2024-08-25,No,7,In Transit,No Issues Reported,Apparel,65,165.53,10759.45,7000.57,41.88,North America,Houston,Supplier C,Warehouse 5,74,1.83,74,High,13,165.53
P8331,ASI-01175,2023-11-30,2023-12-08,2023-12-10,No,10,Returned,Wrong Item,Apparel,10,60.14,601.4,474.44,16.17,Asia,Shanghai,Supplier F,Warehouse 8,196,9.58,98,Medium,13,60.14
P1503,NOR-01176,2023-06-29,2023-07-03,2023-07-08,No,9,Returned,Wrong Item,Home Goods,83,322.55,26771.65,20037.3,29.57,North America,Toronto,Supplier E,Warehouse 7,148,10.61,91,Medium,2,322.55
P5045,ASI-01177,2024-07-12,2024-07-17,2024-07-16,Yes,4,Returned,Wrong Item,Groceries,8,401.59,3212.72,1970.86,41.36,Asia,Tokyo,Supplier F,Warehouse 4,473,1.94,62,Medium,9,401.59
P4760,EUR-01178,2024-12-04,2024-12-07,2024-12-11,No,7,In Transit,No Issues Reported,Groceries,19,137.05,2603.95,2027.85,23.24,Europe,Rome,Supplier E,Warehouse 2,206,1.62,33,High,8,137.04999999999998
P6889,EUR-01179,2024-02-08,2024-02-17,2024-02-22,No,14,Returned,Customer Changed Mind,Electronics,55,175.94,9676.7,6139.38,20.16,Europe,Rome,Supplier E,Warehouse 4,183,4.25,26,Medium,8,175.94000000000003
P6251,ASI-01180,2023-09-29,2023-10-07,2023-10-06,Yes,7,Returned,Customer Changed Mind,Books,91,393.22,35783.02,22236.66,35.67,Asia,Shanghai,Supplier B,Warehouse 8,173,8.26,35,Medium,7,393.21999999999997
P6152,ASI-01181,2024-07-05,2024-07-12,2024-07-16,No,11,Returned,Customer Changed Mind,Apparel,98,346.85,33991.3,20808.94,49.73,Asia,Seoul,Supplier D,Warehouse 2,296,7.58,37,Low,4,346.85
P9854,EUR-01182,2024-08-01,2024-08-08,2024-08-13,No,12,In Transit,No Issues Reported,Apparel,5,406.06,2030.3,1568.14,49.46,Europe,Madrid,Supplier B,Warehouse 5,432,11.62,52,Medium,2,406.06
P2846,ASI-01183,2024-09-16,2024-09-21,2024-09-22,No,6,In Transit,No Issues Reported,Apparel,67,121.56,8144.52,5811.95,14.13,Asia,Singapore,Supplier A,Warehouse 7,380,8.43,83,Medium,3,121.56
P2984,ASI-01184,2023-11-22,2023-11-27,2023-11-28,No,6,In Transit,No Issues Reported,Electronics,92,291.15,26785.8,21022.15,16.71,Asia,Seoul,Supplier B,Warehouse 4,72,10.07,21,Low,12,291.15
P9321,NOR-01185,2023-12-08,2023-12-13,2023-12-11,Yes,3,Delivered,No Issues Reported,Books,60,219.82,13189.2,8215.85,46.4,North America,Houston,Supplier F,Warehouse 8,480,8.13,91,High,6,219.82000000000002
P4854,ASI-01186,2024-05-24,2024-06-02,2024-06-01,Yes,8,Delivered,No Issues Reported,Home Goods,25,189.47,4736.75,3596.95,21.55,Asia,Tokyo,Supplier F,Warehouse 4,333,4.54,60,Low,12,189.47
P6183,EUR-01187,2023-10-22,2023-10-26,2023-10-24,Yes,2,Returned,Wrong Item,Apparel,25,160.86,4021.5,2741.59,49.3,Europe,Rome,Supplier A,Warehouse 1,476,8.6,32,Medium,12,160.86
P8168,NOR-01188,2023-05-31,2023-06-06,2023-06-04,Yes,4,Returned,Wrong Item,Home Goods,36,472.01,16992.36,13432.45,33.53,North America,New York,Supplier F,Warehouse 1,477,2.28,22,High,5,472.01
P2417,EUR-01189,2023-01-28,2023-02-06,2023-02-10,No,13,Returned,Wrong Item,Electronics,2,452.97,905.94,614.77,24.84,Europe,London,Supplier C,Warehouse 1,412,2.45,48,Medium,12,452.97
P1246,EUR-01190,2023-06-24,2023-07-04,2023-07-07,No,13,Delivered,No Issues Reported,Groceries,35,387.35,13557.25,9407.2,30.91,Europe,Rome,Supplier D,Warehouse 7,238,9.62,44,Medium,8,387.35
P1252,EUR-01191,2023-07-11,2023-07-17,2023-07-19,No,8,In Transit,No Issues Reported,Groceries,73,312.81,22835.13,14428.63,34.28,Europe,Rome,Supplier E,Warehouse 2,320,3.96,75,High,6,312.81
P8446,EUR-01192,2023-05-15,2023-05-25,2023-05-30,No,15,Delivered,No Issues Reported,Home Goods,76,217.23,16509.48,11104.35,43.76,Europe,London,Supplier B,Warehouse 3,243,1.75,96,Medium,6,217.23
P7228,EUR-01193,2023-05-20,2023-05-23,2023-05-22,Yes,2,In Transit,No Issues Reported,Books,81,263.38,21333.78,15185.67,44.91,Europe,Paris,Supplier E,Warehouse 1,57,4.68,30,Medium,1,263.38
P8486,EUR-01194,2023-04-05,2023-04-13,2023-04-13,Yes,8,Delivered,No Issues Reported,Home Goods,66,160.61,10600.26,8389.76,28.42,Europe,Paris,Supplier D,Warehouse 5,198,8.91,37,Medium,4,160.61
P3257,NOR-01195,2024-08-11,2024-08-20,2024-08-20,Yes,9,Delivered,No Issues Reported,Groceries,19,143.76,2731.44,1971.31,33.69,North America,Houston,Supplier B,Warehouse 8,273,4.3,40,High,5,143.76
P5811,ASI-01196,2024-10-23,2024-10-31,2024-10-30,Yes,7,Returned,Damaged,Home Goods,35,458.54,16048.9,9967.12,32.14,Asia,Mumbai,Supplier C,Warehouse 7,240,6.6,25,Low,12,458.53999999999996
P2038,NOR-01197,2023-12-08,2023-12-13,2023-12-11,Yes,3,In Transit,No Issues Reported,Books,1,356.6,356.6,215.25,39.37,North America,Los Angeles,Supplier D,Warehouse 5,373,5.69,63,Low,11,356.6
P6375,NOR-01198,2024-01-22,2024-01-25,2024-01-30,No,8,In Transit,No Issues Reported,Home Goods,61,495.98,30254.78,21197.1,46.78,North America,Toronto,Supplier A,Warehouse 1,419,10.8,55,Low,3,495.97999999999996
P9884,NOR-01199,2023-05-10,2023-05-14,2023-05-19,No,9,In Transit,No Issues Reported,Books,31,49.59,1537.29,1227.89,12.9,North America,Los Angeles,Supplier D,Warehouse 2,456,9.61,20,Medium,13,49.589999999999996
P2789,NOR-01200,2024-10-22,2024-10-25,2024-10-28,No,6,Delivered,No Issues Reported,Groceries,48,487.49,23399.52,16896.41,43.75,North America,New York,Supplier B,Warehouse 7,467,8.4,60,High,9,487.49
P8048,NOR-01201,2024-03-19,2024-03-23,2024-03-21,Yes,2,Pending,No Issues Reported,Electronics,73,72.4,5285.2,3217.47,28.5,North America,Chicago,Supplier A,Warehouse 8,353,4.8,21,Medium,1,72.39999999999999
P8673,ASI-01202,2023-07-12,2023-07-19,2023-07-18,Yes,6,Pending,No Issues Reported,Home Goods,30,406.31,12189.3,7656.95,32.7,Asia,Mumbai,Supplier B,Warehouse 7,261,7.73,93,High,6,406.31
P9432,EUR-01203,2023-12-25,2024-01-02,2024-01-02,Yes,8,Pending,No Issues Reported,Electronics,53,418.98,22205.94,13714.79,34.98,Europe,Madrid,Supplier C,Warehouse 2,122,11.76,45,High,6,418.97999999999996
P4633,EUR-01204,2024-08-19,2024-08-25,2024-08-24,Yes,5,Delivered,No Issues Reported,Electronics,20,179.14,3582.8,2552.01,34.43,Europe,Paris,Supplier C,Warehouse 4,400,3.42,79,Medium,10,179.14000000000001
P9940,ASI-01205,2023-11-06,2023-11-14,2023-11-19,No,13,Pending,No Issues Reported,Home Goods,20,213.24,4264.8,2610.46,44.48,Asia,Shanghai,Supplier D,Warehouse 4,272,1.91,74,Medium,5,213.24
P7268,ASI-01206,2023-07-02,2023-07-08,2023-07-10,No,8,Pending,No Issues Reported,Apparel,71,155.3,11026.3,7005.84,42.01,Asia,Seoul,Supplier D,Warehouse 3,458,11.03,58,Medium,12,155.29999999999998
P6497,NOR-01207,2024-02-06,2024-02-09,2024-02-12,No,6,Pending,No Issues Reported,Books,36,353.82,12737.52,8644.89,27.96,North America,Chicago,Supplier B,Warehouse 4,230,2.34,70,Medium,5,353.82
P1451,ASI-01208,2024-01-06,2024-01-11,2024-01-09,Yes,3,Delivered,No Issues Reported,Home Goods,14,26.04,364.56,264.59,22.38,Asia,Mumbai,Supplier B,Warehouse 2,391,11.9,33,Medium,10,26.04
P8293,EUR-01209,2024-01-18,2024-01-22,2024-01-21,Yes,3,Returned,Customer Changed Mind,Groceries,88,14.45,1271.6,846.51,21.8,Europe,London,Supplier B,Warehouse 1,399,5.59,42,High,14,14.45
P3215,EUR-01210,2024-07-12,2024-07-21,2024-07-24,No,12,In Transit,No Issues Reported,Electronics,88,92.68,8155.84,4894.56,13.31,Europe,Paris,Supplier E,Warehouse 6,143,6.1,60,Low,13,92.68
P3999,EUR-01211,2023-11-13,2023-11-16,2023-11-14,Yes,1,In Transit,No Issues Reported,Electronics,41,59.94,2457.54,1580.0,38.78,Europe,London,Supplier C,Warehouse 8,499,5.14,95,Medium,5,59.94
P1811,NOR-01212,2023-06-16,2023-06-24,2023-06-22,Yes,6,Returned,Wrong Item,Electronics,98,224.26,21977.48,14027.18,15.17,North America,Chicago,Supplier F,Warehouse 6,231,8.94,95,Medium,6,224.26
P1199,NOR-01213,2023-04-23,2023-04-26,2023-04-27,No,4,Delivered,No Issues Reported,Books,37,478.91,17719.67,12836.27,48.79,North America,New York,Supplier A,Warehouse 1,154,8.75,94,High,8,478.90999999999997
P2055,NOR-01214,2023-04-29,2023-05-06,2023-05-09,No,10,In Transit,No Issues Reported,Books,6,255.71,1534.26,1134.96,40.41,North America,Toronto,Supplier E,Warehouse 2,86,7.2,100,Medium,2,255.71
P6578,ASI-01215,2023-06-19,2023-06-25,2023-06-28,No,9,In Transit,No Issues Reported,Home Goods,98,376.27,36874.46,28830.68,37.44,Asia,Mumbai,Supplier A,Warehouse 1,125,1.98,69,Medium,6,376.27
P9970,ASI-01216,2024-02-24,2024-02-27,2024-03-02,No,7,Returned,Customer Changed Mind,Electronics,51,287.74,14674.74,11572.22,46.35,Asia,Tokyo,Supplier F,Warehouse 8,80,2.27,69,High,1,287.74
P4568,ASI-01217,2024-04-20,2024-04-30,2024-05-02,No,12,Delivered,No Issues Reported,Books,65,137.19,8917.35,6563.56,38.67,Asia,Shanghai,Supplier C,Warehouse 6,389,3.54,56,High,4,137.19
P1131,EUR-01218,2023-04-09,2023-04-15,2023-04-13,Yes,4,Delivered,No Issues Reported,Books,49,380.59,18648.91,14346.65,23.37,Europe,Madrid,Supplier A,Warehouse 2,161,3.19,64,Medium,14,380.59
P2001,EUR-01219,2023-03-17,2023-03-27,2023-03-28,No,11,Returned,Wrong Item,Books,24,146.51,3516.24,2432.8,20.19,Europe,Berlin,Supplier F,Warehouse 3,371,3.46,93,Medium,10,146.51
P7910,EUR-01220,2023-11-30,2023-12-06,2023-12-07,No,7,Pending,No Issues Reported,Electronics,2,369.93,739.86,448.64,11.59,Europe,London,Supplier B,Warehouse 1,479,8.61,65,High,3,369.93
P1106,NOR-01221,2023-03-10,2023-03-19,2023-03-21,No,11,In Transit,No Issues Reported,Electronics,12,195.09,2341.08,1612.57,41.78,North America,Toronto,Supplier D,Warehouse 6,194,10.91,62,Low,9,195.09
P1760,NOR-01222,2024-08-05,2024-08-15,2024-08-18,No,13,In Transit,No Issues Reported,Groceries,95,298.83,28388.85,19437.83,16.7,North America,Toronto,Supplier D,Warehouse 3,168,11.51,50,High,3,298.83
P3065,EUR-01223,2023-09-28,2023-10-01,2023-10-01,Yes,3,Returned,Wrong Item,Apparel,10,131.64,1316.4,1048.72,45.6,Europe,Rome,Supplier A,Warehouse 6,50,11.03,34,Medium,6,131.64000000000001
P3800,NOR-01224,2023-04-22,2023-04-27,2023-04-28,No,6,Delivered,No Issues Reported,Books,90,478.93,43103.7,26715.45,41.81,North America,Toronto,Supplier A,Warehouse 8,84,5.2,87,Low,1,478.92999999999995
P2336,EUR-01225,2023-10-04,2023-10-07,2023-10-10,No,6,Delivered,No Issues Reported,Electronics,65,221.08,14370.2,10161.26,23.29,Europe,London,Supplier E,Warehouse 8,423,7.68,60,Medium,12,221.08
P4872,EUR-01226,2024-12-27,2025-01-06,2025-01-06,Yes,10,Delivered,No Issues Reported,Groceries,6,355.87,2135.22,1601.59,40.93,Europe,Rome,Supplier B,Warehouse 2,295,7.12,97,Medium,6,355.86999999999995
P3262,ASI-01227,2023-07-13,2023-07-22,2023-07-22,Yes,9,Returned,Damaged,Home Goods,40,433.79,17351.6,12692.2,49.82,Asia,Mumbai,Supplier B,Warehouse 1,136,9.09,81,Medium,4,433.78999999999996
P3547,ASI-01228,2024-07-14,2024-07-17,2024-07-17,Yes,3,In Transit,No Issues Reported,Groceries,17,314.51,5346.67,4104.83,19.15,Asia,Mumbai,Supplier C,Warehouse 8,80,4.15,55,High,8,314.51
P4215,ASI-01229,2023-08-30,2023-09-06,2023-09-07,No,8,In Transit,No Issues Reported,Electronics,9,213.62,1922.58,1520.18,24.4,Asia,Seoul,Supplier F,Warehouse 1,408,1.61,36,Low,13,213.62
P6884,NOR-01230,2024-06-30,2024-07-05,2024-07-03,Yes,3,In Transit,No Issues Reported,Apparel,29,426.93,12380.97,7751.93,27.56,North America,Los Angeles,Supplier B,Warehouse 6,485,11.27,33,Medium,11,426.92999999999995
P1047,ASI-01231,2023-01-23,2023-01-29,2023-01-27,Yes,4,In Transit,No Issues Reported,Books,43,443.74,19080.82,13002.27,25.83,Asia,Tokyo,Supplier C,Warehouse 4,399,11.84,27,Low,9,443.74
P1375,EUR-01232,2023-05-26,2023-06-05,2023-06-10,No,15,Returned,Wrong Item,Electronics,79,270.95,21405.05,13408.21,12.84,Europe,Rome,Supplier A,Warehouse 7,383,3.2,96,High,4,270.95
P1477,EUR-01233,2023-06-29,2023-07-03,2023-07-08,No,9,Pending,No Issues Reported,Electronics,21,293.11,6155.31,4869.82,18.73,Europe,Rome,Supplier C,Warehouse 2,184,4.1,89,High,10,293.11
P1915,NOR-01234,2023-12-15,2023-12-24,2023-12-28,No,13,In Transit,No Issues Reported,Electronics,26,469.75,12213.5,8353.54,10.56,North America,Houston,Supplier D,Warehouse 7,237,5.76,67,High,12,469.75
P1990,ASI-01235,2024-09-16,2024-09-26,2024-09-24,Yes,8,Returned,Damaged,Apparel,11,287.31,3160.41,2404.55,24.48,Asia,Singapore,Supplier C,Warehouse 1,205,7.6,52,Medium,10,287.31
P1139,ASI-01236,2023-06-14,2023-06-24,2023-06-28,No,14,Returned,Damaged,Groceries,99,98.34,9735.66,6278.95,26.67,Asia,Mumbai,Supplier B,Warehouse 8,204,8.3,68,Medium,6,98.34
P7732,EUR-01237,2024-04-09,2024-04-15,2024-04-15,Yes,6,In Transit,No Issues Reported,Books,16,48.79,780.64,619.62,20.23,Europe,Berlin,Supplier F,Warehouse 6,390,2.94,63,Low,1,48.79
P2607,ASI-01238,2024-12-22,2024-12-29,2024-12-29,Yes,7,Delivered,No Issues Reported,Groceries,82,443.71,36384.22,22116.44,39.4,Asia,Seoul,Supplier B,Warehouse 4,428,8.04,72,Medium,4,443.71000000000004
P5615,NOR-01239,2024-08-02,2024-08-09,2024-08-08,Yes,6,Returned,Wrong Item,Groceries,44,403.47,17752.68,13802.22,38.81,North America,Toronto,Supplier C,Warehouse 1,285,11.73,43,Low,7,403.47
P6993,NOR-01240,2024-02-09,2024-02-17,2024-02-18,No,9,In Transit,No Issues Reported,Apparel,5,405.41,2027.05,1313.89,13.15,North America,Los Angeles,Supplier D,Warehouse 1,484,8.52,83,High,12,405.40999999999997
P5395,EUR-01241,2024-05-01,2024-05-09,2024-05-11,No,10,Pending,No Issues Reported,Groceries,87,137.94,12000.78,7994.5,28.14,Europe,Madrid,Supplier B,Warehouse 6,419,9.61,62,Low,1,137.94
P7263,ASI-01242,2024-06-09,2024-06-15,2024-06-19,No,10,Pending,No Issues Reported,Home Goods,51,196.4,10016.4,7468.5,41.08,Asia,Singapore,Supplier C,Warehouse 3,463,2.17,46,Medium,8,196.4
P6019,EUR-01243,2023-10-24,2023-10-28,2023-10-28,Yes,4,Pending,No Issues Reported,Electronics,69,350.38,24176.22,14544.02,23.28,Europe,Paris,Supplier B,Warehouse 7,310,2.42,63,Medium,12,350.38
P4924,ASI-01244,2024-10-08,2024-10-13,2024-10-16,No,8,Pending,No Issues Reported,Books,39,422.9,16493.1,10495.3,44.14,Asia,Singapore,Supplier B,Warehouse 4,56,6.26,55,Low,10,422.9
P9920,NOR-01245,2024-03-15,2024-03-23,2024-03-22,Yes,7,Pending,No Issues Reported,Electronics,37,31.06,1149.22,843.0,20.59,North America,Chicago,Supplier D,Warehouse 2,348,3.55,40,Medium,12,31.060000000000002
P2708,NOR-01246,2024-03-17,2024-03-24,2024-03-27,No,10,Pending,No Issues Reported,Books,73,209.26,15275.98,11175.25,28.32,North America,New York,Supplier E,Warehouse 2,398,10.99,23,Medium,11,209.26
P5601,NOR-01247,2024-05-02,2024-05-12,2024-05-15,No,13,In Transit,No Issues Reported,Electronics,48,366.3,17582.4,12120.02,46.65,North America,New York,Supplier F,Warehouse 5,212,3.14,66,High,6,366.3
P1414,EUR-01248,2024-10-31,2024-11-05,2024-11-09,No,9,Returned,Wrong Item,Electronics,15,251.12,3766.8,2744.35,16.54,Europe,Madrid,Supplier F,Warehouse 3,404,7.05,63,High,5,251.12
P1055,NOR-01249,2023-12-24,2023-12-30,2024-01-04,No,11,Returned,Wrong Item,Books,52,342.57,17813.64,12137.28,17.8,North America,Houston,Supplier F,Warehouse 1,107,4.43,27,Low,10,342.57
P1414,NOR-01250,2023-11-19,2023-11-27,2023-11-27,Yes,8,Returned,Customer Changed Mind,Home Goods,42,326.29,13704.18,10026.76,11.83,North America,New York,Supplier F,Warehouse 3,127,6.58,42,Medium,11,326.29
P3022,EUR-01251,2024-12-10,2024-12-14,2024-12-16,No,6,In Transit,No Issues Reported,Apparel,16,215.58,3449.28,2486.39,19.07,Europe,Madrid,Supplier E,Warehouse 2,443,11.14,70,Medium,14,215.58
P7402,NOR-01252,2024-03-03,2024-03-13,2024-03-13,Yes,10,Delivered,No Issues Reported,Apparel,49,313.11,15342.39,10282.67,16.17,North America,New York,Supplier E,Warehouse 3,140,11.02,23,Medium,9,313.11
P4844,NOR-01253,2023-04-30,2023-05-10,2023-05-11,No,11,Pending,No Issues Reported,Groceries,46,414.49,19066.54,14718.63,37.32,North America,Los Angeles,Supplier B,Warehouse 4,125,3.27,76,High,2,414.49
P9311,EUR-01254,2023-03-05,2023-03-10,2023-03-08,Yes,3,Pending,No Issues Reported,Apparel,46,116.62,5364.52,3461.87,27.07,Europe,Madrid,Supplier D,Warehouse 2,229,11.71,80,High,5,116.62
P3595,ASI-01255,2023-05-23,2023-05-26,2023-05-31,No,8,Delivered,No Issues Reported,Books,78,251.43,19611.54,15530.81,40.58,Asia,Shanghai,Supplier A,Warehouse 2,474,10.46,68,Medium,6,251.43
P4641,NOR-01256,2024-11-11,2024-11-14,2024-11-19,No,8,Delivered,No Issues Reported,Electronics,46,324.18,14912.28,11787.11,49.22,North America,Chicago,Supplier B,Warehouse 2,335,8.62,100,Medium,7,324.18
P3378,ASI-01257,2024-12-06,2024-12-16,2024-12-20,No,14,Pending,No Issues Reported,Books,62,104.15,6457.3,4446.0,20.51,Asia,Mumbai,Supplier F,Warehouse 3,157,11.79,47,High,5,104.15
P3527,ASI-01258,2023-04-03,2023-04-08,2023-04-08,Yes,5,Delivered,No Issues Reported,Groceries,38,130.61,4963.18,3130.74,32.41,Asia,Tokyo,Supplier B,Warehouse 3,417,10.06,100,Medium,9,130.61
P4968,EUR-01259,2024-08-29,2024-09-06,2024-09-10,No,12,Delivered,No Issues Reported,Groceries,44,109.48,4817.12,3522.36,46.01,Europe,Berlin,Supplier B,Warehouse 2,476,10.92,81,High,1,109.48
P4753,EUR-01260,2023-09-27,2023-10-01,2023-09-29,Yes,2,Pending,No Issues Reported,Home Goods,14,414.7,5805.8,3490.81,36.76,Europe,Madrid,Supplier A,Warehouse 6,488,7.37,59,Medium,7,414.7
P7542,NOR-01261,2023-09-03,2023-09-08,2023-09-06,Yes,3,Delivered,No Issues Reported,Apparel,52,332.24,17276.48,12123.66,21.47,North America,Chicago,Supplier F,Warehouse 6,167,7.49,80,High,10,332.24
P3855,ASI-01262,2024-04-03,2024-04-12,2024-04-11,Yes,8,Pending,No Issues Reported,Books,6,183.96,1103.76,717.76,12.91,Asia,Mumbai,Supplier A,Warehouse 7,370,8.43,67,Medium,7,183.96
P7159,ASI-01263,2023-08-16,2023-08-23,2023-08-22,Yes,6,Delivered,No Issues Reported,Home Goods,55,139.45,7669.75,5475.55,36.82,Asia,Mumbai,Supplier C,Warehouse 8,353,11.84,95,Medium,4,139.45
P1244,NOR-01264,2024-01-16,2024-01-26,2024-01-29,No,13,In Transit,No Issues Reported,Electronics,18,13.99,251.82,159.59,49.06,North America,Chicago,Supplier A,Warehouse 3,86,8.04,83,Medium,9,13.99
